행사명,행사 일주일 전 날짜,시작 시간,끝나는 시간,가까운 지하철역,호선,환승역,승하차구분,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,동대문역사문화공원,하차,47,357,1098,2139,1370,972,883,883,906,880,887,802,904,1110,736,462,462,406,302,275.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,동대문역사문화공원,하차,36,182,390,828,597,876,1034,1188,1186,1272,1095,1017,958,745,535,407,448,375,332,28.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,동대문역사문화공원,하차,38,126,193,420,532,734,911,990,950,891,925,700,652,583,680,531,433,352,223,2.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,45,361,980,2237,1389,1010,977,927,903,1045,938,823,1021,1088,694,454,431,429,338,244.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,42,199,308,668,789,1026,1142,1259,1430,1491,1163,959,964,760,449,410,451,339,413,12.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,41,132,204,503,659,891,1005,1121,1149,1114,912,792,658,596,643,494,391,302,247,8.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,56,315,553,1058,1433,1554,1812,2098,2388,2532,2492,2231,1983,1738,1330,1090,900,674,583,21.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,28,207,330,836,749,1064,1197,1403,1594,1465,1313,1257,1353,1276,1606,1289,1044,786,523,21.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,61,413,1285,3046,1911,1334,1176,1050,1318,1146,1125,1139,1305,1655,1932,1266,862,775,484,195.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,35,282,509,1162,1222,1277,1361,1639,1968,1749,1567,1541,1581,1414,1178,973,877,712,606,116.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,30,210,326,769,809,1035,1230,1576,1487,1297,1219,1168,1190,1039,1442,1102,913,638,502,7.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,동대문역사문화공원,하차,70,336,414,672,1018,1381,1472,1920,1992,1937,1866,1796,1863,1682,1401,1251,893,885,701,83.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,65,363,480,1149,1329,1396,1626,1854,2231,2253,1944,1970,1854,1658,1430,1125,1086,841,623,338.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,37,204,267,582,752,1078,1239,1508,1658,1628,1401,1334,1403,1225,1427,1306,1014,740,581,9.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,신당,하차,26,80,130,120,182,227,300,337,348,400,417,423,571,408,335,365,320,283,238,52.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,신당,하차,25,81,108,182,258,437,524,561,680,560,625,624,810,779,438,417,363,368,275,51.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,신당,하차,45,310,721,1309,922,598,593,618,705,698,836,942,1195,2095,1213,729,632,661,409,221.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,신당,하차,43,256,353,703,632,544,664,726,765,772,796,942,988,812,595,544,558,531,435,13.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,신당,하차,30,148,197,275,405,574,572,630,516,571,609,585,667,584,539,469,426,392,219,1.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,신당,하차,46,325,755,1375,895,641,608,676,777,733,814,1072,1435,2147,1239,660,662,624,443,239.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,신당,하차,39,279,411,694,661,560,791,958,870,791,897,1075,1159,974,623,498,564,485,435,12.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,신당,하차,36,147,186,287,410,614,651,751,736,645,678,737,720,665,539,448,463,377,285,2.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,신당,하차,57,241,384,696,634,651,776,955,1037,978,1033,1092,1276,1146,848,757,683,599,500,20.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,신당,하차,44,174,210,367,498,689,709,828,884,792,747,824,765,786,737,627,552,468,346,14.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,신당,하차,58,284,781,1838,1148,758,690,761,856,809,868,1044,1240,1802,1513,823,821,731,445,208.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,신당,하차,54,331,517,915,697,611,696,904,873,948,830,979,1200,1155,718,612,617,646,474,36.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,신당,하차,29,196,226,428,532,676,693,686,826,636,700,778,787,698,614,563,635,439,306,6.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,신당,하차,83,329,399,697,646,635,714,808,917,845,846,991,1168,952,841,664,668,603,498,26.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,신당,하차,57,353,476,957,740,669,839,912,950,985,1105,1147,1478,1248,870,742,795,643,654,85.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,신당,하차,53,249,248,360,534,650,759,808,878,776,846,749,923,816,673,627,691,606,387,20.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,왕십리(성동구청),하차,23,94,101,126,122,131,170,265,290,300,292,385,488,488,375,409,332,334,251,50.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,왕십리(성동구청),하차,18,90,89,173,166,253,292,375,419,405,515,619,754,769,515,493,432,419,370,102.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,왕십리(성동구청),하차,55,223,534,1116,720,523,519,633,622,641,754,840,1479,2494,1515,833,646,684,562,286.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,왕십리(성동구청),하차,35,152,182,467,463,530,667,762,789,855,900,1003,1268,1149,726,699,656,666,525,5.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,왕십리(성동구청),하차,28,114,114,244,304,353,519,505,649,580,630,747,815,800,650,506,518,470,369,16.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,왕십리(성동구청),하차,41,232,584,1178,687,563,506,533,634,651,781,917,1349,2570,1514,788,623,658,599,314.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,왕십리(성동구청),하차,39,192,207,558,484,531,660,858,855,893,924,1085,1146,1191,789,644,589,648,579,16.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,왕십리(성동구청),하차,23,152,231,231,362,391,528,606,669,588,634,772,738,774,548,525,505,482,339,7.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,왕십리(성동구청),하차,44,221,251,629,699,658,815,882,1012,997,1069,1184,1564,1580,1104,873,940,766,712,54.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,왕십리(성동구청),하차,26,141,177,233,413,445,566,814,827,727,785,846,1058,1043,806,725,657,579,425,17.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,왕십리(성동구청),하차,40,226,593,1423,933,668,582,564,712,687,782,955,1228,2494,1541,917,745,804,569,207.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,왕십리(성동구청),하차,43,191,213,553,644,577,721,785,833,886,872,1028,1321,1401,975,886,891,769,826,66.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,왕십리(성동구청),하차,47,152,275,351,388,428,574,590,665,688,746,753,909,986,801,733,719,605,493,43.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,왕십리(성동구청),하차,52,300,237,389,512,611,828,872,823,839,873,925,1233,1382,1107,883,904,813,770,65.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,왕십리(성동구청),하차,83,288,230,716,698,700,895,1028,1094,1008,1078,1173,1426,1588,1278,1111,987,1070,973,202.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,왕십리(성동구청),하차,57,194,208,355,501,533,606,864,830,660,785,844,1136,1123,971,835,822,862,603,40.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,성수,하차,20,206,153,250,205,358,475,678,708,718,776,785,772,585,438,295,259,204,224,61.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,성수,하차,28,213,149,363,394,714,951,1256,1501,1517,1415,1375,1403,1014,546,378,308,294,325,102.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,성수,하차,152,1297,3415,11693,6578,2185,1649,1647,1635,1598,1636,1775,2311,3096,1821,773,564,565,342,352.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,성수,하차,80,534,535,1105,1082,1290,1810,2246,2457,2413,2299,2361,2372,1759,966,577,507,432,626,182.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,성수,하차,27,293,314,421,539,1007,1244,1566,1841,1781,1627,1579,1431,1061,682,459,398,329,353,109.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,성수,하차,163,1221,3335,12109,6328,2176,1716,1545,1711,1609,1645,1868,2383,3305,1955,749,571,523,396,386.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,성수,하차,76,582,559,1130,1111,1299,1798,2209,2425,2240,2295,2145,2235,1706,937,531,524,409,702,174.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,성수,하차,36,334,339,531,583,1000,1328,1614,1719,1754,1634,1499,1338,990,603,454,395,375,386,82.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,성수,하차,86,627,704,1458,1070,1098,1084,1384,1526,1635,1559,1532,1604,1455,887,685,627,533,563,435.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,성수,하차,39,319,350,522,605,732,863,1042,1165,1097,1130,941,931,907,599,530,461,380,444,118.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,성수,하차,195,1285,2934,12656,4887,1901,1330,1261,1370,1165,1357,1376,1495,1888,1499,758,672,637,410,282.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,성수,하차,81,642,901,1450,875,830,932,1111,1148,1189,1112,1036,1198,1053,753,598,538,497,681,371.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,성수,하차,39,333,325,569,498,650,578,743,751,831,833,779,837,741,590,500,471,424,418,195.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,성수,하차,64,531,522,890,714,649,834,1005,1124,1234,1236,1087,1176,1042,837,555,578,552,491,501.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,성수,하차,99,816,780,1715,1156,798,1076,1055,1217,1231,1195,1285,1433,1238,982,795,627,635,576,458.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,성수,하차,43,281,349,485,492,663,663,822,876,865,956,913,928,886,652,539,545,474,526,142.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,신설동,하차,2,27,26,40,57,75,111,122,133,114,94,88,78,82,68,50,55,39,50,15.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,신설동,하차,5,23,50,64,108,240,278,262,269,215,205,132,85,87,74,70,54,66,37,26.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,신설동,하차,8,56,181,610,307,201,218,238,307,240,195,174,227,291,201,110,122,111,92,52.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,신설동,하차,19,53,95,118,194,286,282,387,455,277,260,214,218,133,102,76,85,91,71,19.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,신설동,하차,7,43,75,115,249,434,336,291,319,249,179,158,126,120,86,68,125,64,61,10.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,신설동,하차,10,70,236,602,327,281,212,223,227,209,191,195,228,260,183,114,125,100,80,49.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,신설동,하차,11,61,111,176,229,395,374,350,339,294,219,190,180,134,106,86,77,87,103,22.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,신설동,하차,13,47,66,120,242,422,378,374,329,279,236,149,102,105,75,100,73,82,53,13.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,신설동,하차,12,66,126,184,305,421,442,454,375,395,321,233,243,190,139,92,130,122,87,7.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,신설동,하차,10,40,74,126,312,426,459,413,481,395,312,246,199,114,110,104,85,108,79,9.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,신설동,하차,27,77,244,657,386,244,236,219,211,209,184,166,216,266,193,108,98,89,89,32.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,신설동,하차,15,66,99,216,250,300,412,469,540,399,313,308,324,199,145,81,108,98,95,9.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,신설동,하차,14,56,70,133,318,409,402,396,360,352,295,190,175,130,78,102,92,97,70,4.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,신설동,하차,16,65,84,206,307,383,435,391,438,330,302,254,223,160,165,110,110,114,104,19.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,신설동,하차,17,73,131,264,358,397,451,479,455,426,345,316,208,215,148,108,97,120,124,29.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,신설동,하차,11,40,73,151,302,477,485,398,434,400,324,224,191,131,139,92,93,103,82,5.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,건대입구,하차,29,215,222,317,423,535,894,1044,1264,1219,1489,1806,2065,2128,1709,1403,1206,1021,656,156.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,건대입구,하차,19,235,177,265,494,847,1246,1622,1970,1958,2218,2680,3135,3186,2152,1855,1523,1268,897,231.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,건대입구,하차,72,673,1015,2448,2143,1393,1410,1726,1863,1850,2090,2479,4101,6920,4877,2505,2177,1879,1210,729.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,건대입구,하차,55,490,450,779,1369,1495,2167,2447,2897,3129,3221,3676,4193,3894,2933,2248,2146,1855,1170,122.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,건대입구,하차,36,344,283,398,774,1104,1771,1993,2255,2206,2281,2633,3028,2787,1924,1681,1601,1319,776,87.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,건대입구,하차,79,740,1072,2560,2039,1446,1562,1666,1889,1993,2169,2649,4111,6907,4740,2513,2160,2086,1303,690.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,건대입구,하차,59,498,447,880,1378,1408,2022,2796,2866,2849,2992,3406,4266,3934,2738,2218,2020,1929,1460,152.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,건대입구,하차,43,334,288,415,725,1007,1619,1904,2180,2112,2099,2600,2579,2624,1951,1737,1587,1357,819,60.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,건대입구,하차,89,606,511,1195,1876,1937,2253,3159,3822,3745,3637,4199,5187,5269,4096,3220,2982,2494,1663,135.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,건대입구,하차,43,393,355,567,951,1504,2139,2698,2804,2711,2852,3175,3670,3355,2636,2030,1916,1716,1033,55.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,건대입구,하차,87,678,1243,3149,2303,1905,1687,1889,1978,2001,2036,2568,3830,6679,5130,2492,2444,2175,1423,572.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,건대입구,하차,80,534,663,1150,1660,1947,2283,3395,3695,3770,3503,4017,5017,4757,4107,2957,2750,2374,1951,217.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,건대입구,하차,39,356,342,505,1012,1339,1742,2466,2948,2752,2970,3244,3502,3787,2532,2253,2236,1772,1090,123.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,건대입구,하차,85,520,470,688,1281,1832,2461,3276,4065,3980,4249,4070,5614,5412,4392,3513,3145,2854,1811,345.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,건대입구,하차,106,603,766,1384,1853,2113,3340,3937,4457,4207,4381,5119,6344,6084,5504,4141,3458,3164,2285,402.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,건대입구,하차,68,407,540,913,1136,1494,2408,3114,3443,3407,3317,3761,4553,4131,3421,2525,2682,2236,1472,124.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,잠실(송파구청),하차,56,435,591,924,1799,2432,2667,3238,3161,2771,3120,3234,3131,2343,1493,1168,1145,893,510,90.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,잠실(송파구청),하차,80,498,579,1196,2637,2790,3337,3679,4031,3504,3865,3614,4716,3064,1904,1594,1596,1349,943,131.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,잠실(송파구청),하차,176,1155,3024,7358,6614,3441,3707,3552,3478,3685,3947,5012,6956,10110,6240,3460,3290,3392,2102,572.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,잠실(송파구청),하차,145,975,1306,2663,4391,4430,5114,5428,6076,5818,6061,6184,5276,4674,3229,2688,2952,3087,1715,2.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,잠실(송파구청),하차,102,635,891,1851,3366,3127,3440,4115,4318,4092,4132,4020,3630,3297,2620,2503,2150,1720,908,0.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,잠실(송파구청),하차,192,1233,2892,6518,4800,3590,3650,3274,3720,3511,4047,4776,6693,9594,5777,3288,3321,3285,2268,646.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,잠실(송파구청),하차,155,1348,1401,2042,3784,3766,5533,5247,5766,5650,5830,5860,5539,4402,3119,2796,2670,3201,1986,2.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,잠실(송파구청),하차,120,788,945,1503,2841,2914,3441,3891,4039,3848,4092,4262,3463,3101,2433,2211,2046,1996,902,0.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,잠실(송파구청),하차,208,2094,2580,4061,5424,4698,6104,6278,6814,6714,7463,7460,7412,5911,4392,3575,3213,3206,2067,8.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,잠실(송파구청),하차,130,1177,1732,3416,4206,3424,4558,5159,4977,4644,4900,5056,4306,4342,2928,2629,2456,1998,1087,1.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,잠실(송파구청),하차,217,1583,4198,8585,7939,4052,3948,3505,3567,3653,4150,4892,5956,9544,7213,4062,3700,3604,2050,482.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,잠실(송파구청),하차,199,1292,1517,2990,4845,4686,5581,6072,6692,6670,6266,6628,6718,5248,4184,3140,3158,3155,2568,26.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,잠실(송파구청),하차,124,834,1148,2208,3740,3490,4157,4665,5036,4833,5012,5091,4464,4001,3043,2657,2596,2198,1331,1.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,잠실(송파구청),하차,234,2243,1739,3153,5038,4892,5949,6554,6598,6268,6309,6376,7151,5608,4157,3446,3085,3299,2175,15.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,잠실(송파구청),하차,225,2163,2027,3375,5123,4863,5995,6811,7667,6597,8223,7590,7430,6428,4925,4086,3803,3681,2905,351.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,잠실(송파구청),하차,168,1317,1460,2351,4218,4147,4899,5335,5522,5166,4796,5370,5551,4437,3507,3055,2960,2414,1597,69.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,선릉,하차,33,192,187,280,251,226,254,326,354,344,297,411,378,381,296,293,298,287,162,41.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,선릉,하차,32,234,225,379,404,415,351,495,488,465,469,563,649,516,457,394,442,365,230,48.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,선릉,하차,294,1617,4973,13018,9570,3931,2412,2105,2246,2011,1727,1872,2577,2535,1618,792,725,682,522,285.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,선릉,하차,103,942,916,1555,2067,1983,1754,1970,2190,1696,1302,1461,1269,1022,650,663,655,637,436,21.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,선릉,하차,58,369,308,816,1059,875,846,885,965,831,721,754,851,709,592,525,527,401,247,36.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,선릉,하차,283,1672,5074,12959,8958,4032,2421,2184,2301,2083,1837,1857,2448,2799,1617,775,575,710,490,266.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,선릉,하차,117,875,911,1654,2129,2176,1879,2202,2188,1650,1386,1453,1472,1029,711,538,522,613,396,20.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,선릉,하차,52,424,344,669,990,1152,931,1013,1157,845,732,754,750,635,591,476,448,459,228,16.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,선릉,하차,148,1130,1042,1871,2917,2981,2194,2667,3113,2179,1918,1923,1858,1485,968,812,683,697,394,61.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,선릉,하차,67,392,496,1050,1071,1196,1297,1531,1530,1171,994,944,984,920,660,610,553,482,264,2.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,선릉,하차,298,1834,5235,14768,10691,4011,2742,2337,2700,2394,2131,2071,2348,2713,1877,1021,647,795,423,193.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,선릉,하차,113,935,1049,2123,2416,1838,1994,2375,2370,1767,1381,1470,1538,1190,858,726,745,641,505,62.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,선릉,하차,52,400,414,874,1017,1015,898,955,1118,890,859,871,783,736,622,579,563,484,288,36.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,선릉,하차,93,729,626,963,1620,1536,1439,1712,1885,1307,1141,1252,1242,973,744,748,733,801,458,72.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,선릉,하차,142,1080,1140,2050,2904,2334,2153,2653,2782,1948,1689,1706,1732,1286,1003,854,855,840,571,131.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,선릉,하차,60,515,441,884,1187,986,919,1074,1223,1000,812,886,924,714,634,587,666,622,297,88.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,강남,하차,74,287,335,475,645,611,809,1017,1238,1086,1197,1372,1691,1495,1212,979,827,689,438,90.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,강남,하차,91,343,321,578,1048,1135,1337,1625,1871,1766,1896,2125,2700,2393,1735,1278,1122,941,666,95.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,강남,하차,469,2155,6771,13893,13504,5771,3854,3571,4029,4254,3668,4372,6002,9578,5987,2303,1870,1756,1149,523.0
싸이 흠뻑쇼,2022-07-09,18:42,22:40,종합운동장역,2호선,강남,하차,258,1005,1252,2988,6308,4436,4202,4928,5762,4543,4269,4798,5359,4291,2735,2276,1909,1838,1304,11.0
싸이 흠뻑쇼,2022-07-10,18:42,22:40,종합운동장역,2호선,강남,하차,123,519,698,1198,2304,2009,2111,2857,3374,2723,2658,2923,2929,2706,1938,1722,1287,946,678,5.0
워터밤 2022,2022-06-17,12:00,22:00,종합운동장역,2호선,강남,하차,465,2081,6507,13866,12485,5631,3853,3458,4163,3902,3879,3966,5980,9196,5742,2389,1861,1680,1168,498.0
워터밤 2022,2022-06-18,12:00,22:00,종합운동장역,2호선,강남,하차,220,998,1227,2985,6236,4672,4372,4875,5515,4455,4190,4536,5217,4200,2721,2157,2028,2281,1435,4.0
워터밤 2022,2022-06-19,12:00,22:00,종합운동장역,2호선,강남,하차,127,519,635,1354,2090,1792,2107,2776,3118,2529,2531,2803,2817,2513,1816,1543,1216,1068,635,6.0
bts 콘서트 2019,2019-10-19,18:30,,종합운동장역,2호선,강남,하차,346,1220,1727,3946,7767,5933,5884,6509,8166,7158,5656,6163,7613,7048,4983,3888,2982,2275,1674,1.0
bts 콘서트 2019,2019-10-20,18:30,,종합운동장역,2호선,강남,하차,131,668,945,1907,3411,2878,3409,4956,5143,4070,3600,3947,4089,3812,2793,1941,1631,1300,790,2.0
bts 콘서트 2019,2019-10-22,18:30,,종합운동장역,2호선,강남,하차,557,2402,7676,16074,15447,6631,5049,3976,5351,4804,4111,4678,5913,9007,7188,2613,1925,1832,1443,385.0
bts 콘서트 2018,2018-08-18,18:30,,종합운동장역,2호선,강남,하차,279,1238,2023,4169,7853,6436,6170,7633,8340,6840,5964,6114,7189,6476,4498,3315,2730,2641,2406,185.0
bts 콘서트 2018,2018-08-19,18:30,,종합운동장역,2호선,강남,하차,147,693,971,1564,3241,2954,3307,4476,5029,4026,4011,4722,4446,4173,2902,2086,1779,1468,882,4.0
조용필 콘서트 2018,2018-05-05,19:30,,종합운동장역,2호선,강남,하차,185,1138,1538,2751,4529,4207,4718,5631,6729,5700,5734,5412,6451,6333,4324,3175,2954,2726,1633,241.0
월드 디제이 페스티벌,2018-05-19,14:00,22:00,종합운동장역,2호선,강남,하차,338,1263,2183,4279,8035,6958,6450,8073,9090,7757,6574,6680,7479,7716,5397,4602,3423,3191,2101,345.0
월드 디제이 페스티벌,2018-05-20,14:00,22:00,종합운동장역,2호선,강남,하차,160,721,1072,1701,3360,3112,3717,5025,5369,4768,4104,4562,5215,4445,3147,2522,2148,1816,1028,37.0
아이유 콘서트,2022-09-10,19:00,21:30,종합운동장역,2호선,교대(법원.검찰청),하차,57,233,173,202,333,264,290,311,273,301,356,358,490,338,295,273,267,273,184,21.0
아이유 콘서트,2022-09-11,19:00,21:30,종합운동장역,2호선,교대(법원.검찰청),하차,70,267,268,319,529,487,505,574,624,583,552,654,841,593,486,437,370,382,225,49.0
싸이 흠뻑쇼,2022-07-08,18:42,22:40,종합운동장역,2호선,교대(법원.검찰청),하차,263,954,2405,7190,5877,2658,2251,1869,2213,2036,1755,2021,2636,3431,2134,909,821,948,587,171.0
