행사명,행사 일주일 후 날짜,시작 시간,끝나는 시간,가까운 지하철역,호선,환승역,승하차구분,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,신도림,하차,236,724,778,1280,1672,2872,3324,3473,3542,3250,3657,3792,4278,3416,2705,2235,2260,2250,2137,739.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,신도림,하차,174,655,495,919,1445,2402,2030,2364,2575,2482,2539,2308,2455,2233,1973,1629,1714,1424,1237,281.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,신도림,하차,179,730,1598,4505,2310,1821,1810,1815,2024,2003,2404,2768,4106,7379,4952,2588,2418,2309,2088,1234.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,신도림,하차,175,578,676,1137,1446,2146,2399,2859,2846,2470,2656,3244,3513,2883,1887,1689,1901,1734,1829,461.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,신도림,하차,111,535,387,721,1027,1813,1668,1884,1969,1914,1911,1964,2121,1954,1601,1447,1519,1278,1173,187.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,신도림,하차,173,752,1711,4776,2324,1855,1874,1782,2034,1956,2392,2962,4294,7710,5493,2697,2500,2631,2151,1537.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,신도림,하차,187,727,657,1150,1626,2441,2537,3042,3184,2963,3039,3123,3942,3343,2202,1781,2093,2160,2181,579.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,신도림,하차,148,427,486,879,1156,1928,2087,2131,2282,2046,2241,2296,2401,2178,1594,1626,1513,1483,1209,256.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,신도림,하차,262,1016,944,1789,2207,3687,4417,4610,4981,4648,4596,5252,5011,4511,3297,2681,2712,2790,2868,731.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,신도림,하차,213,770,699,1047,1458,3116,2901,3048,3435,3364,2959,2961,3235,3089,2384,1993,2097,1915,1539,301.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,신도림,하차,221,788,1785,6276,3455,2598,2302,2299,2556,2461,2827,3439,4636,8177,6440,3486,3419,3320,2043,1275.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,신도림,하차,229,810,898,1870,2400,3618,4199,4515,4784,4517,4421,4793,5161,4522,3271,2712,2342,2206,3273,1231.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,신도림,하차,272,722,641,1103,1674,3231,2853,3166,3155,2949,2769,3029,2986,2895,2454,2024,2136,1787,1600,348.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,신도림,하차,331,1115,1116,1809,2254,3562,4666,4891,4705,4625,4636,5147,4908,4561,3711,3102,2931,3196,3452,977.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,신도림,하차,321,932,962,1618,2358,3802,4428,4846,5179,4564,4798,5181,5321,4516,3264,2808,3059,2991,2819,845.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,신도림,하차,192,739,699,1169,1772,3185,3077,3796,3688,2922,2974,3158,3294,2917,2425,2277,2251,2065,1831,392.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,영등포구청,하차,132,407,348,661,777,1135,1126,1172,1208,1229,1074,1274,1227,1019,668,629,580,512,502,60.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,영등포구청,하차,70,291,206,353,489,757,782,871,798,688,694,590,647,594,488,453,473,395,293,8.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,영등포구청,하차,104,526,1553,5546,2259,998,789,753,835,770,851,999,1368,2115,1538,755,650,624,501,262.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,영등포구청,하차,81,325,303,620,789,790,735,894,870,794,685,812,1004,736,562,518,474,466,366,67.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,영등포구청,하차,54,144,139,282,320,392,418,534,456,482,479,485,558,500,439,358,405,326,263,7.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,영등포구청,하차,90,595,1674,5635,2381,1013,907,828,948,827,885,996,1355,2321,1586,736,722,663,507,274.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,영등포구청,하차,132,395,338,597,774,851,859,1112,1005,980,914,1221,1026,866,610,507,619,549,498,62.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,영등포구청,하차,68,201,157,362,399,509,656,675,683,505,535,549,645,546,431,417,490,433,233,31.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,영등포구청,하차,195,627,399,738,814,959,1053,1225,1220,1245,1217,1208,1281,1220,850,730,717,626,528,76.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,영등포구청,하차,98,348,187,394,489,783,782,711,695,701,827,779,823,757,660,548,557,493,335,10.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,영등포구청,하차,138,607,1537,6171,2474,1094,863,1009,988,1032,1028,1113,1386,2523,1866,1098,954,955,533,262.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,영등포구청,하차,96,356,356,751,782,801,849,885,949,921,833,1043,1343,1251,835,692,542,475,706,101.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,영등포구청,하차,68,248,171,300,438,572,525,558,574,635,648,678,828,675,613,608,543,467,369,28.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,영등포구청,하차,142,516,443,813,924,815,970,926,1015,1086,923,1063,1148,1168,871,823,737,815,648,131.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,영등포구청,하차,144,462,431,842,935,765,918,927,1010,970,890,1041,1156,1065,810,691,713,714,610,115.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,영등포구청,하차,53,260,144,333,427,512,612,520,599,584,671,700,787,722,571,571,577,526,409,20.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,당산,하차,94,386,357,723,805,865,780,947,1053,1027,1178,1361,1403,1309,1112,963,972,1020,791,55.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,당산,하차,63,215,223,335,475,580,544,651,849,787,834,812,865,864,831,706,669,592,445,10.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,당산,하차,120,511,1253,3316,1441,620,587,634,678,739,840,1089,1766,3095,2037,1053,1050,1086,841,287.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,당산,하차,91,289,281,560,638,627,673,742,788,721,823,980,1061,979,738,722,765,714,621,51.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,당산,하차,46,255,197,297,427,417,385,463,596,531,616,641,710,723,608,644,576,476,390,2.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,당산,하차,103,470,1362,3199,1461,644,630,641,748,753,882,1140,1738,3133,2165,1142,1170,1200,837,360.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,당산,하차,99,377,311,506,666,660,654,763,802,726,864,1084,1189,1069,920,757,882,913,772,103.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,당산,하차,76,254,216,278,422,381,422,525,551,517,568,687,693,756,629,642,641,625,401,21.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,당산,하차,170,484,407,776,1019,983,1023,1085,1233,1251,1333,1496,1721,1562,1297,1098,1070,1074,938,96.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,당산,하차,76,290,250,419,564,729,773,786,835,812,1015,1023,1126,1157,920,850,842,641,569,3.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,당산,하차,184,622,1493,4491,2145,909,760,835,957,967,1075,1310,1801,3409,2529,1615,1442,1562,875,253.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,당산,하차,162,447,418,784,876,856,989,1187,1165,1213,1235,1419,1521,1542,1293,990,893,811,1228,157.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,당산,하차,76,314,322,362,550,572,724,876,801,849,981,996,1086,1031,892,884,862,698,467,49.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,당산,하차,172,500,444,935,1142,936,1071,1347,1377,1316,1348,1448,1778,1587,1314,1232,1256,1293,1019,203.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,당산,하차,170,490,428,946,942,853,1056,1276,1313,1110,1284,1575,1517,1492,1138,1059,1242,1214,963,172.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,당산,하차,101,325,253,466,633,647,737,933,868,893,880,988,997,1008,828,840,932,783,590,26.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,합정,하차,93,406,503,851,1499,1885,2325,3167,3303,3196,3110,3344,3973,3175,2215,1647,1340,1125,921,130.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,합정,하차,64,249,346,673,1185,1581,2016,2402,2437,2176,2226,2300,2163,1831,1408,985,823,615,524,30.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,합정,하차,100,571,1358,4055,3396,1761,1609,1661,1908,1700,1712,2049,3205,5161,3818,1600,1247,1113,886,418.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,합정,하차,103,530,634,1297,2001,2211,2509,2822,3008,2542,2531,2849,3609,2778,1580,1184,1065,919,683,80.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,합정,하차,52,286,365,813,1216,1599,1787,2047,2222,2113,1950,1999,2005,1682,1083,835,842,586,490,45.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,합정,하차,108,494,1440,4047,3349,1623,1509,1609,1659,1649,1663,2160,3086,5602,3919,1710,1340,1165,857,517.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,합정,하차,100,379,400,783,1263,1553,2443,2573,3130,2807,2929,3478,3388,2890,2113,1363,1085,1062,854,117.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,합정,하차,65,243,328,508,846,1313,1521,1811,1929,1813,1805,1956,2071,1542,1160,960,829,698,484,73.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,합정,하차,148,685,660,1066,1730,1766,2370,2959,3238,3195,3223,3280,4026,3202,2628,1808,1533,1307,1003,125.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,합정,하차,77,352,441,787,1183,1766,1837,2163,2602,2335,2176,2270,2454,2000,1563,1147,917,791,614,118.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,합정,하차,155,836,1618,4962,3634,1801,1460,1492,1611,1512,1666,1867,2580,4366,3558,1702,1332,1210,737,321.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,합정,하차,167,681,611,920,1597,1572,1957,2694,3115,3084,2938,2741,4005,3409,2418,1816,1188,803,1269,259.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,합정,하차,71,360,436,637,1029,1520,1502,1898,2422,2121,2138,2120,2209,1838,1302,1132,976,767,614,93.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,합정,하차,164,619,720,888,1660,1787,2254,2813,3152,3278,3261,3343,3641,3631,2670,2022,1641,1331,1321,174.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,합정,하차,175,618,599,967,1647,1590,1905,2556,3102,2978,2894,3301,3435,3245,2367,1788,1559,1400,1090,155.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,합정,하차,81,324,395,631,1036,1475,1655,1988,2334,2140,2239,2021,2035,1827,1330,1118,999,878,581,66.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,홍대입구,하차,137,583,558,1273,2718,3747,5344,7485,7939,7700,7519,7568,8799,7115,5315,3925,3370,2558,2684,512.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,홍대입구,하차,87,315,320,747,1698,2569,4216,5369,6093,5711,5411,5670,5241,4222,3075,2424,1903,1562,1113,259.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,홍대입구,하차,128,681,1444,4477,4372,3083,3617,4333,4451,4086,4433,4771,6351,8923,7198,3415,2726,2377,1843,925.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,홍대입구,하차,119,515,590,1212,2684,3726,5620,6884,7170,7059,6985,7105,7004,6078,3904,2908,2314,1976,1484,316.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,홍대입구,하차,83,287,392,736,1663,2592,4197,5238,5506,5384,5386,4900,4616,3934,2506,1977,1810,1310,940,212.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,홍대입구,하차,146,594,1587,4334,4388,2992,3133,3965,4464,4464,4669,5353,6625,9874,7420,3768,3040,2560,1921,1078.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,홍대입구,하차,210,562,591,1095,2458,3380,5681,7040,7629,7891,7424,7796,8104,6675,4478,3500,2840,2587,1934,439.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,홍대입구,하차,87,332,340,668,1472,2283,3907,5117,5556,5364,5043,5064,4719,3995,2856,2058,1925,1465,1070,245.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,홍대입구,하차,192,722,855,1620,3253,4391,6322,8566,9834,9786,9954,10162,11580,10127,8368,6420,4989,3808,3484,799.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,홍대입구,하차,98,504,572,906,2036,3311,4937,6236,7516,7109,7229,6862,7414,6222,4862,3558,3060,2257,1655,443.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,홍대입구,하차,160,766,1784,5302,6119,3634,3325,3569,3987,3946,3862,5011,6133,9044,7760,4036,3025,2694,1568,636.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,홍대입구,하차,201,730,747,1603,3296,4290,5851,8409,10112,9418,9869,9365,10236,9464,7898,5932,4229,3084,3560,1120.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,홍대입구,하차,98,415,480,977,2089,3138,4298,5950,7065,6581,7107,7045,6741,5958,4318,3190,2694,2102,1839,452.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,홍대입구,하차,236,801,854,1633,3224,4076,5916,8609,10294,10306,10088,10659,11320,10945,9050,6936,5868,5007,3741,1240.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,홍대입구,하차,177,819,809,1368,3139,4093,5723,8404,9698,9756,9742,10133,10364,9834,7740,5850,5135,4573,3278,1007.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,홍대입구,하차,122,476,468,917,2083,2985,4146,6055,6945,7047,6647,6285,6254,5544,4391,3186,2852,2479,1791,449.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,충정로(경기대입구),하차,41,187,121,287,399,535,528,536,585,492,620,574,566,447,344,304,342,248,230,13.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,충정로(경기대입구),하차,20,107,69,203,286,388,366,436,494,427,348,336,308,262,268,240,228,210,174,7.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,충정로(경기대입구),하차,47,270,879,2587,1099,445,361,335,451,356,394,453,567,790,618,351,331,333,266,102.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,충정로(경기대입구),하차,38,150,124,223,306,408,401,359,521,360,409,474,449,367,287,267,309,240,207,28.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,충정로(경기대입구),하차,23,65,93,195,216,236,187,204,233,219,249,248,320,242,225,203,188,177,125,7.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,40,277,1062,2650,1122,477,388,382,384,354,417,424,608,871,591,336,337,396,281,129.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,35,204,117,264,274,406,480,504,534,489,657,630,476,385,301,269,313,310,232,13.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,20,91,69,144,173,276,211,204,235,202,246,253,291,255,262,223,249,223,162,13.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,35,178,158,435,433,624,529,754,737,635,685,828,659,569,390,384,386,370,361,41.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,22,90,105,329,379,454,427,418,481,511,472,388,373,406,350,330,322,293,215,20.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,42,248,837,3450,1708,676,514,426,558,478,519,545,665,1021,766,486,555,438,310,130.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,33,220,205,460,406,499,545,632,563,569,593,561,602,517,450,416,298,281,397,51.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,20,99,108,269,229,329,242,303,358,308,448,340,379,395,314,336,287,283,224,17.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,충정로(경기대입구),하차,41,186,184,398,401,489,546,689,727,496,592,625,819,586,474,438,439,459,382,85.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,44,218,186,370,468,711,625,738,663,589,721,574,679,569,425,390,435,383,313,43.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,16,123,113,284,272,315,362,373,568,401,425,308,347,353,279,330,345,308,238,17.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,시청,하차,37,424,354,495,809,913,973,1154,1438,2031,1505,1076,1284,848,508,288,271,225,169,38.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,시청,하차,22,183,243,335,447,541,587,652,792,644,605,425,422,323,179,161,184,134,151,14.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,시청,하차,60,715,2668,9082,3414,1077,847,943,934,816,708,615,843,1046,505,238,208,162,137,91.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,시청,하차,29,311,244,478,722,698,803,741,861,785,710,562,497,352,260,181,212,179,121,27.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,시청,하차,16,138,185,268,351,397,525,612,611,529,467,345,364,242,141,161,152,102,67,15.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,시청,하차,76,770,2915,9368,3456,1088,917,797,872,807,689,672,920,900,481,192,228,184,187,94.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,시청,하차,35,330,322,535,608,706,1164,1997,2041,1516,1009,734,799,515,262,173,222,197,176,7.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,시청,하차,22,131,181,280,374,471,473,503,534,489,412,339,333,233,137,144,139,118,64,14.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,시청,하차,61,543,503,801,989,977,1566,1929,2161,1962,1484,1362,1178,748,492,314,331,261,220,56.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,시청,하차,26,212,251,631,592,781,787,931,998,978,886,681,576,433,350,279,243,227,154,37.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,시청,하차,82,672,3113,11317,4493,1464,1221,1031,1287,1044,985,825,998,1007,565,309,305,254,210,43.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,시청,하차,58,431,427,763,987,894,957,1168,1145,1155,1052,969,835,638,360,366,239,260,298,64.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,시청,하차,30,183,257,433,554,703,651,785,916,818,686,565,522,293,262,199,187,184,132,26.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,시청,하차,71,517,492,768,1127,891,998,1115,1216,1287,1063,907,944,675,439,327,372,351,246,82.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,시청,하차,56,424,461,614,995,785,967,1023,1166,980,1090,790,913,589,356,275,310,295,199,61.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,시청,하차,22,173,232,377,518,567,649,763,602,553,479,392,364,277,239,251,183,173,132,18.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,을지로3가,하차,45,321,443,561,592,669,787,1022,992,1081,1126,1308,1565,1303,958,605,551,422,296,11.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,을지로3가,하차,39,359,269,716,739,820,907,827,1056,857,668,691,778,587,480,389,310,240,161,10.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,을지로3가,하차,66,804,2913,7418,2731,1173,1005,811,904,789,708,867,1231,1881,1061,440,398,300,230,112.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,을지로3가,하차,37,328,376,515,545,502,748,761,811,917,916,1095,1177,946,540,446,392,262,186,14.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,을지로3가,하차,32,290,238,591,576,647,744,676,751,737,624,698,572,446,401,298,231,164,102,4.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,을지로3가,하차,96,838,3067,7481,2818,1137,957,811,838,830,809,897,1258,1780,1173,506,408,349,259,115.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,을지로3가,하차,81,397,301,503,560,591,702,859,994,989,1155,1223,1544,1223,715,505,528,390,255,4.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,을지로3가,하차,37,331,248,567,587,727,724,758,791,714,642,657,703,539,351,325,273,208,146,2.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,을지로3가,하차,63,518,482,817,842,820,1014,1147,1266,1330,1188,1312,1565,1428,1056,658,608,445,295,19.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,을지로3가,하차,39,387,305,728,942,1151,1266,935,1149,954,768,844,870,807,480,433,349,267,170,7.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,을지로3가,하차,82,732,2935,7653,3679,1644,1075,944,1114,941,858,941,1133,1453,845,375,368,267,164,96.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,을지로3가,하차,128,340,514,858,866,762,789,873,1043,1020,856,877,953,723,708,426,323,330,354,44.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,을지로3가,하차,40,368,363,636,852,922,941,777,945,841,645,540,535,417,315,288,268,261,205,8.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,을지로3가,하차,61,351,532,892,908,827,907,968,984,1047,908,972,967,788,612,415,445,393,342,119.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,을지로3가,하차,47,303,549,785,933,801,794,975,983,1002,898,894,790,762,501,423,385,394,256,46.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,을지로3가,하차,41,345,363,669,858,866,979,727,885,737,580,511,439,360,330,275,299,224,213,5.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,을지로4가,하차,39,374,384,608,529,739,816,889,764,857,733,673,633,590,366,230,232,231,202,6.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,을지로4가,하차,17,114,106,172,262,310,398,481,567,402,371,364,356,226,186,165,170,148,111,2.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,을지로4가,하차,72,605,1500,3320,1596,808,839,663,767,558,619,507,552,670,413,186,180,201,166,98.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,을지로4가,하차,59,336,406,588,560,561,719,624,657,618,542,556,527,376,249,199,194,172,126,14.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,을지로4가,하차,22,76,92,151,178,294,287,340,389,359,295,256,299,179,153,185,161,143,97,0.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,을지로4가,하차,53,620,1591,3111,1541,883,820,633,680,657,620,650,633,771,512,216,208,224,144,88.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,을지로4가,하차,37,377,374,563,532,594,774,776,797,748,702,648,767,464,267,207,246,205,115,4.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,을지로4가,하차,18,85,98,152,158,253,333,400,332,294,284,255,292,218,146,136,129,115,94,1.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,을지로4가,하차,31,293,449,867,829,888,948,1109,955,971,938,760,712,529,391,286,223,229,201,6.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,을지로4가,하차,14,119,128,196,242,364,405,608,572,587,510,419,431,291,230,182,219,192,146,5.0
